,Nicaragua,Nepal,Cambodia,Haiti,Paraguay,Suriname,Malaysia,Singapore,Costa Rica,Indonesia,Cuba,India,Philippines,Colombia,Mongolia,Afghanistan,Mexico,Bhutan,Bangladesh,El Salvador,Dominican Republic,Ecuador,Guyana,Thailand,China,Uruguay,Argentina,Japan,Belize,Pakistan,Honduras,Brazil,Chile,Panama,Peru,Guatemala,Sri Lanka
2020-06-16,1823,6591,128,4309,1303,236,8505,40969,1796,40400,2273,354064,26781,54931,197,26314,154863,67,94480,3941,23686,47943,171,3135,84421,849,34159,17484,21,154760,9656,923189,218728,21962,237155,10706,1915
2020-06-17,1823,7177,128,4441,1308,261,8515,41216,1870,41431,2280,366946,27238,57046,201,26878,159793,67,98488,4066,24104,48489,171,3135,84457,849,35552,17530,21,160118,10299,955377,220628,22597,240907,11251,1923
2020-06-18,1823,7847,129,4546,1330,277,8529,41472,1939,42762,2295,380532,27798,60217,204,27535,165455,67,102292,4200,24645,49097,183,3141,84493,850,37510,17588,21,165061,10739,978142,225103,23350,244388,11868,1947
2020-06-19,1823,8274,129,4687,1336,293,8535,41615,2058,43802,2305,395048,28459,63276,204,27881,170485,68,105535,4329,25068,49731,183,3146,84493,853,39570,17658,21,171666,11258,1032912,231393,24274,247925,12509,1949
2020-06-20,1823,8605,129,4916,1362,303,8556,41833,2126,45028,2309,410450,29400,65633,205,28428,175202,68,108774,4475,25778,49731,183,3146,84553,859,41204,17725,21,176616,12305,1067579,236748,25222,251338,12755,1949
2020-06-21,1823,9026,129,4980,1379,314,8572,42094,2213,45891,2312,425282,30052,68652,212,28837,180545,68,112306,4626,26677,50640,183,3147,84572,876,42785,17779,21,181088,12769,1083341,242355,26030,254936,13145,1949
2020-06-22,1823,9561,130,5077,1392,319,8587,42313,2277,46845,2315,440214,30682,71182,215,29147,185121,68,115786,4808,27370,50640,205,3150,84624,882,44931,17820,23,185034,13355,1106470,246962,26752,257447,13768,1951
2020-06-23,2170,10099,130,5211,1421,319,8590,42432,2368,47895,2318,456183,31824,73572,215,29471,191410,70,119198,4973,27936,51642,205,3156,84653,884,47203,17879,23,188926,13943,1145906,250767,27314,260810,14540,1991
2020-06-24,2170,10728,130,5216,1528,357,8596,42623,2515,49009,2319,473105,32295,77113,215,29705,196847,70,122660,5150,28631,51642,209,3157,84673,902,49851,17963,23,192970,14571,1188631,254415,28030,264689,14818,2000
2020-06-25,2170,11162,130,5324,1569,373,8600,42736,2683,50187,2321,490401,33069,80599,219,30165,202950,70,126606,5335,29141,53156,215,3158,84701,907,52456,18055,23,195745,15365,1228114,259064,29037,268602,15619,2010
2020-06-26,2170,11755,138,5429,1711,389,8606,42954,2836,51427,2325,508953,34073,84441,219,30440,208392,70,130474,5517,29764,53856,215,3162,84724,919,55343,18162,24,198883,15994,1274974,263360,29905,272364,15828,2014
2020-06-27,2170,12309,141,5542,1941,467,8616,43246,2979,52812,2329,528859,34803,88591,219,30606,212802,75,133978,5726,30619,54574,229,3162,84742,924,57744,18253,24,202955,17006,1313667,267766,30658,275989,16397,2033
2020-06-28,2170,12772,141,5721,2126,490,8634,43459,3130,54009,2332,548318,35455,91769,220,30957,216851,75,137787,5934,31373,55254,229,3162,84757,929,59932,18366,24,206512,18082,1344143,271982,31685,279419,16929,2036
2020-06-29,2170,13248,141,5721,2190,501,8637,43661,3269,55092,2340,566840,36438,95042,220,31227,220656,76,141801,6173,31815,55664,235,3169,84780,932,62268,18476,24,209337,18818,1368195,275998,32784,282365,17408,2039
2020-06-30,2519,13564,141,5847,2221,515,8639,43906,3459,56385,2341,585481,37514,97846,220,31506,226089,76,145483,6438,32568,56432,245,3171,84784,936,64529,18615,24,213469,19558,1402041,279393,33550,285213,18096,2047
2020-07-01,2519,14046,141,5933,2260,535,8640,44122,3752,57770,2348,604641,38511,102009,220,31826,231769,76,149257,6736,33387,58257,248,3173,84815,943,67196,18838,28,217809,20262,1448752,282042,34463,288477,19011,2054
2020-07-02,2519,14519,141,5975,2302,547,8642,44310,4023,59394,2353,625544,38805,106110,220,32012,238511,76,153277,7000,34197,59467,250,3179,84830,947,69940,19055,28,221896,21120,1496858,284541,35237,292004,20072,2066
2020-07-03,2519,15259,141,6040,2349,561,8648,44479,4311,60695,2361,648315,40336,109504,220,32313,245250,76,156390,7267,35148,60657,256,3180,84838,952,72786,19185,30,221896,22116,1539081,288089,35995,295599,21293,2069
2020-07-04,2519,15490,141,6101,2385,564,8658,44664,4621,62141,2369,673165,41830,113389,220,32662,252165,78,159678,7507,36184,61535,272,3185,84857,955,75376,19461,30,225283,22921,1577003,291847,36983,299080,22501,2074
2020-07-05,2519,15784,141,6229,2427,594,8663,44800,4996,63748,2372,697412,44254,117110,220,32941,256848,80,162417,7776,37425,61958,273,3190,84870,955,77815,19668,30,231818,23943,1603055,295532,38149,302717,23248,2075
2020-07-06,2519,15964,141,6294,2456,613,8668,44983,5240,64958,2380,719663,46332,120281,225,33180,261750,80,165618,8027,38128,62380,273,3195,84889,959,80446,19848,30,234508,24665,1623284,298557,39334,305703,23972,2076
2020-07-07,2845,16167,141,6332,2502,634,8674,45140,5486,66226,2395,742416,47873,124494,227,33374,268008,80,168644,8306,38430,63245,283,3195,84917,965,83425,20054,30,237488,25428,1668589,301019,40291,309278,24787,2081
2020-07-08,2845,16423,141,6371,2554,665,8677,45298,5836,68079,2398,767296,50359,128637,227,33584,275003,80,172134,8566,39588,63245,283,3197,84950,974,87030,20261,30,240848,25978,1713159,303083,41251,312910,25411,2094
2020-07-09,2845,16531,141,6432,2638,694,8683,45423,6485,70736,2403,793802,51753,133973,227,33898,282283,80,175494,8844,40789,64221,286,3202,84992,976,90692,20617,30,243598,26383,1755779,306215,42216,316447,26658,2154
2020-07-10,2845,16649,141,6485,2736,726,8696,45613,6845,72347,2413,820916,52914,140776,227,34184,289174,80,178443,9142,41915,65018,290,3202,84992,984,94060,21043,37,246351,27053,1800827,309274,43257,319646,27619,2453
2020-07-11,2845,16719,155,6581,2819,740,8704,45783,7231,74018,2420,849521,54222,145631,230,34356,295268,82,181129,9391,43114,67208,291,3216,85071,985,97509,21430,37,248872,27583,1839849,312028,44332,322710,28598,2511
2020-07-12,2845,16801,155,6617,2948,740,8718,45961,7596,75699,2426,878254,56259,150445,230,34441,299750,84,183794,9673,44532,67870,297,3217,85117,987,100166,21841,37,251624,28090,1864681,315041,45633,326326,29355,2617
2020-07-13,2845,16945,165,6689,2980,780,8725,46282,8035,76981,2428,906751,57006,154277,243,34595,304435,84,186894,9978,45506,68459,300,3220,85117,989,103265,22125,37,253603,28579,1884967,317657,47172,330123,29742,2646
2020-07-14,3147,17061,165,6727,3074,801,8729,46629,8482,78572,2432,936181,57545,159898,260,34730,311486,84,190056,10303,46304,69570,308,3227,85226,997,106910,22436,39,255769,29106,1926823,319493,48096,333866,30872,2665
2020-07-15,3147,17176,166,6727,3198,836,8734,46878,8986,80094,2438,968857,58850,165169,260,34984,317635,84,193590,10645,47670,70329,313,3231,85246,1009,111146,23172,39,257914,30036,1966747,321205,49243,337751,32074,2671
2020-07-16,3147,17344,171,6830,3342,903,8737,47126,9545,81668,2440,1003831,61266,173206,262,35060,324041,86,196323,10956,48742,71365,315,3236,85327,1026,114783,23509,40,257914,30867,2012151,323698,50373,341586,32939,2686
2020-07-17,3147,17444,171,6902,3457,943,8755,47453,9969,83130,2444,1039083,63001,182140,287,35219,331298,87,199357,11207,50113,72444,320,3239,85401,1037,119301,24104,40,261917,31745,2046328,326439,51407,345536,33809,2697
2020-07-18,3147,17502,171,6947,3629,1001,8764,47655,10550,84882,2445,1077781,65304,190699,287,35279,338913,87,202066,11508,51519,73382,327,3246,85417,1044,122524,24946,40,263496,32793,2074860,328846,52260,349500,38041,2703
2020-07-19,3147,17657,171,6974,3720,1029,8779,47912,11114,86520,2446,1118206,67456,197278,287,35453,344224,89,204525,11846,52855,74013,336,3249,85503,1054,126754,25446,40,265083,33835,2098389,330930,53467,353590,38677,2724
2020-07-20,3147,17844,171,7052,3747,1079,8800,48035,11534,88214,2446,1155338,68898,204005,287,35493,349396,89,207453,12207,53956,74620,337,3250,85621,1064,130774,25706,40,266095,34611,2118646,333029,54426,357681,39039,2729
2020-07-21,3439,17994,197,7063,3817,1131,8815,48434,11811,89869,2449,1193078,70764,211038,287,35605,356255,92,210509,12581,54796,76217,339,3254,85707,1096,136118,26463,41,267428,35345,2159654,334682,55153,362087,40229,2729
2020-07-22,3439,18094,198,7100,4000,1176,8831,48744,12361,91751,2462,1238798,72268,218428,287,35717,362274,92,213254,12975,56043,77257,350,3253,85906,1117,141900,27136,43,269191,36102,2227514,336402,55906,366549,41134,2752
2020-07-23,3439,18241,202,7146,4113,1234,8840,49098,13129,93657,2465,1288108,74390,226373,288,35918,370712,92,216109,13376,57615,78148,350,3269,86044,1140,148027,28114,46,270400,36902,2287475,338758,56817,371096,42192,2753
2020-07-24,3439,18374,202,7167,4224,1305,8861,49374,13669,95418,2469,1337024,76444,233541,288,35978,378285,92,218658,13792,59077,79049,351,3279,86202,1166,153520,28883,48,271887,37559,2343366,341304,57992,375961,43282,2764
2020-07-25,3439,18483,225,7196,4327,1381,8884,49887,14600,97286,2477,1385634,78411,240795,288,36026,385036,92,221178,14220,60896,80036,360,3281,86381,1174,158334,29684,48,273113,38438,2394513,343592,58864,375961,44492,2770
2020-07-26,3439,18613,225,7259,4444,1438,8897,50369,15229,98778,2495,1435616,80447,248976,288,36147,390516,95,223453,14630,62908,80694,370,3291,86569,1192,162526,30547,48,273113,39276,2419091,345790,60296,375961,45053,2782
2020-07-27,3439,18751,226,7297,4548,1483,8904,50838,15841,100303,2532,1480073,82040,257100,288,36253,395489,98,226225,15035,64156,81161,389,3295,86783,1202,167415,31142,48,274288,39741,2442375,347923,61442,389717,45309,2805
2020-07-28,3672,19063,226,7314,4674,1510,8943,51197,16344,102051,2554,1531669,83673,267385,291,36358,402697,98,229185,15445,64690,82279,396,3297,86990,1218,173355,32116,48,275225,40460,2483191,349799,62223,395004,46451,2810
2020-07-29,3672,19273,226,7340,4866,1607,8956,51531,16800,104432,2588,1581963,85486,276055,291,36462,408449,98,232194,15841,66182,83193,398,3298,87213,1237,178995,33381,48,276288,40944,2552264,351574,63268,400683,47604,2810
2020-07-30,3672,19547,234,7370,5207,1607,8964,51809,17290,106336,2597,1634746,89374,286020,291,36532,416179,101,234889,16230,67915,84370,400,3304,87488,1243,185372,35144,48,277402,41426,2610102,353536,64191,400683,48825,2814
2020-07-31,3672,19770,239,7378,5338,1650,8976,52205,17820,108376,2607,1695988,93354,295508,291,36665,424637,101,237661,16632,69649,85355,413,3310,87655,1264,191302,36234,48,278305,42014,2662485,355667,65255,407492,49789,2814
2020-08-01,3672,20086,240,7412,5485,1760,8985,52512,18186,109936,2633,1750723,98232,306181,293,36700,434193,102,239859,17050,71415,86232,430,3311,87827,1278,196543,37803,56,278305,42685,2707877,357658,66383,407492,50978,2814
2020-08-02,3672,20332,240,7424,5643,1849,8999,52824,18975,111455,2646,1803695,103185,317651,293,36700,439046,102,240745,17448,72243,86232,474,3317,87985,1286,201919,39116,57,279699,43197,2733677,359731,67453,428850,51306,2823
2020-08-03,3672,20749,240,7468,5724,1893,9001,53050,19401,113134,2670,1855745,106329,327850,293,36737,443813,103,242102,17843,73117,87041,474,3320,88099,1290,206743,40098,57,280461,43794,2750318,361493,68456,433100,51542,2828
2020-08-04,3902,21009,243,7475,5852,1981,9002,53345,19837,115056,2701,1908254,112593,334979,293,36773,449961,105,244020,18262,74295,87963,497,3321,88206,1300,213535,41347,57,280461,44299,2801921,362962,69424,439890,52365,2833
2020-08-05,3902,21390,243,7510,6060,2049,9022,54254,20417,116871,2726,1964536,115980,345714,293,36819,456100,105,246674,18701,75660,88866,508,3328,88328,1309,220682,42686,85,281136,45098,2859073,364723,70231,447624,53509,2838
2020-08-06,3902,21749,243,7531,6375,2096,9038,54555,21070,118752,2775,2027074,119459,357710,293,36928,462690,107,249651,19126,76536,90537,538,3330,88460,1318,228195,44167,114,281863,45755,2912212,366671,71418,455409,54339,2838
2020-08-07,3902,22214,246,7543,6508,2202,9063,54796,22081,121226,2828,2088611,122754,367204,293,37006,469407,107,252502,19544,77709,91969,538,3345,88579,1325,235677,45764,114,282645,46365,2962441,368825,72560,463875,55270,2838
2020-08-08,3902,22591,248,7582,6704,2306,9070,54928,22802,123503,2888,2153010,126885,376870,293,37045,475902,107,255113,19978,78778,93572,554,3348,88672,1334,241811,47342,146,283487,46973,3012412,371023,73651,463875,56189,2841
2020-08-09,3902,22971,251,7599,6907,2390,9083,55103,23286,125396,2953,2215074,129912,387481,293,37083,480278,110,257600,20422,79732,94458,568,3351,88793,1353,246499,48782,152,284121,47454,3035421,373056,74492,478023,56605,2844
2020-08-10,3902,23309,251,7611,7234,2489,9093,55292,23871,127083,3046,2268675,136638,397622,293,37152,485836,110,260507,20872,80499,94701,568,3351,88905,1364,253868,49617,177,284660,47871,3057470,375043,75393,483132,56986,2871
2020-08-11,4115,23948,268,7634,7518,2559,9103,55352,24508,128776,3092,2329638,139538,410453,293,37259,492522,112,263503,21269,81094,95563,602,3351,88958,1384,260911,50301,177,285191,48403,3109630,376616,76464,489680,57966,2880
2020-08-12,4115,24432,272,7648,8018,2652,9114,55394,25057,130717,3128,2396637,143749,422518,297,37335,498379,112,266498,21644,82224,97109,623,3356,89045,1393,268574,51288,210,285921,48656,3164785,378168,77377,489680,59088,2881
2020-08-13,4115,24957,273,7743,8389,2761,9128,55497,26128,132815,3173,2461189,147525,433805,297,37422,505751,128,269115,21993,83134,98343,630,3359,89143,1409,276072,52471,296,286674,49042,3224876,380033,78446,498555,60284,2882
2020-08-14,4115,25551,273,7781,9022,2838,9148,55580,26931,135123,3229,2525922,153659,445111,298,37497,511369,133,271881,22314,84488,99409,649,3376,89214,1421,282437,53818,356,287299,49466,3275519,382111,79402,516296,61427,2886
2020-08-15,4115,26019,273,7810,9381,2961,9175,55661,27737,137468,3292,2589951,157918,456689,298,37542,517714,133,274525,22618,85545,100688,674,3376,89279,1434,289100,55051,388,288047,49979,3317095,383901,80664,516296,62312,2889
2020-08-16,4115,26659,273,7831,9790,3016,9200,55747,28465,139549,3316,2647663,161253,468331,298,37590,522162,138,276548,22912,86309,101542,709,3377,89375,1439,294569,56074,451,289215,50502,3340197,385946,81940,525803,62562,2893
2020-08-17,4115,27241,273,7879,10135,3077,9212,55838,29084,141370,3363,2702681,164473,476660,298,37667,525733,141,279144,23193,86737,101751,709,3378,89441,1457,299126,56717,474,289215,50995,3359570,387502,82543,535946,62944,2900
2020-08-18,4311,28257,273,7896,10606,3215,9219,55938,29643,143043,3407,2767253,169213,489121,298,37710,531239,147,282344,23462,87122,102941,737,3381,89494,1484,305966,57636,474,289832,51669,3407354,388854,82789,541492,63847,2901
2020-08-19,4311,28937,273,7921,11133,3294,9235,56031,30409,144944,3482,2836924,173774,502178,298,37750,537031,147,285090,23717,88127,104475,776,3382,89527,1493,312659,58728,552,290445,52298,3456652,390037,83754,549321,64881,2901
2020-08-20,4311,29645,273,7949,11816,3366,9240,56099,31075,147211,3565,2905825,178021,513719,298,37852,543806,153,287959,23964,89010,105508,846,3389,89567,1506,320884,59900,605,290958,52819,3501975,391848,83855,558420,65983,2918
2020-08-21,4311,30482,273,7997,12536,3460,9249,56216,32134,149408,3582,2975701,182365,522138,298,37885,549734,154,290360,24200,89867,106481,881,3390,89616,1516,329043,60949,647,291588,53381,3532329,393768,84392,567058,66940,2941
2020-08-22,4311,31117,273,8016,12973,3569,9257,56266,33083,151498,3617,3044940,187249,533103,298,37944,556215,154,292625,24420,90561,107089,925,3390,89653,1521,336802,61916,668,292174,53983,3582361,395707,85480,576067,67855,2946
2020-08-23,4311,31935,273,8050,13233,3607,9267,56353,33820,153535,3682,3106348,189601,541139,298,37990,560164,154,294598,24622,91160,107769,955,3395,89695,1527,342153,62658,686,293261,54510,3605783,397665,86900,585236,68187,2953
2020-08-24,4311,32678,273,8082,13602,3631,9274,56403,34463,155412,3717,3167323,194252,551688,298,38045,563705,156,297082,24810,91607,108289,1029,3396,89717,1533,350867,63158,713,293261,55479,3622861,399568,87485,594326,68532,2959
2020-08-25,4494,33533,273,8110,14228,3698,9285,56435,35305,157859,3743,3224547,197164,562113,300,38061,568621,173,299628,24986,92217,109029,1060,3402,89752,1536,359638,63888,729,293711,55877,3669995,400985,88381,600438,69651,2971
2020-08-26,4494,34418,273,8112,14872,3724,9291,56495,36307,160165,3759,3310234,202361,572242,301,38103,573888,173,302147,25140,92557,110549,1092,3403,89784,1543,370188,64779,760,294193,56649,3717156,402365,89082,607382,70714,2984
2020-08-27,4494,35529,273,8122,15290,3793,9296,56572,37292,162884,3806,3387500,205580,581994,301,38119,579914,183,304582,25284,92964,111219,1140,3404,89813,1550,380292,65652,817,294638,57669,3761390,404101,89982,613378,71855,2985
2020-08-28,4494,36456,273,8151,15873,3848,9306,56666,38485,165886,3866,3463972,209544,590492,301,38130,585738,195,306794,25414,93390,112141,1180,3410,89836,1556,392009,66499,869,295053,58810,3804803,405972,90624,621997,72921,2989
2020-08-29,4494,37340,273,8161,16474,3954,9317,56717,39699,169195,3925,3542733,213131,599884,301,38133,591712,195,308925,25537,93731,112906,1184,3411,89863,1570,401239,67352,964,295372,59645,3846152,408009,91336,629961,73679,2995
2020-08-30,4494,38561,273,8173,17105,4009,9334,56771,39699,172053,3973,3621245,217396,607903,301,38155,595841,224,310822,25635,94240,113648,1234,3411,89895,1585,408426,67958,992,295636,60174,3862311,409974,92065,639435,73911,3012
2020-08-31,4494,39460,274,8208,17662,4034,9340,56812,41287,174796,4032,3691165,220819,615094,304,38159,599560,224,312995,25729,94714,113767,1306,3412,89914,1595,417735,68396,1007,295849,61014,3908272,411726,92981,647166,74074,3048
2020-09-01,4667,40529,274,8224,18338,4089,9354,56852,42183,177571,4065,3769523,224264,624026,306,38193,606036,226,314946,25820,94979,114309,1373,3416,89933,1611,428239,69023,1050,296149,61769,3950931,413145,93552,652036,74892,3092
2020-09-02,4667,41649,274,8224,19138,4149,9359,56860,43305,180645,4126,3853405,226440,633321,306,38243,610957,226,317528,25904,95626,115456,1382,3425,89953,1626,439172,69619,1101,297014,62526,3997865,414739,94084,657129,75644,3101
2020-09-03,4667,42877,274,8258,19959,4215,9374,56908,44458,184268,4214,3936747,228402,641574,309,38288,616894,226,319685,26000,96629,116360,1400,3427,89986,1636,451198,70278,1101,297512,63158,4041638,416500,94913,657129,76358,3110
2020-09-04,4667,44236,274,8258,20653,4252,9385,56948,45680,187537,4266,4023179,232072,650063,309,38304,623090,228,321615,26099,96629,117175,1400,3431,90008,1653,461882,70866,1152,298025,63798,4091801,418469,95595,670144,77040,3115
2020-09-05,4667,45276,274,8325,21870,4320,9390,56982,46920,190665,4298,4113811,234570,658456,309,38324,629409,228,323565,26206,98776,118045,1459,3438,90025,1669,471806,71467,1194,298025,64352,4123000,420433,96304,676848,77481,3121
2020-09-06,4667,46257,274,8325,22486,4346,9397,57021,46920,194109,4309,4204613,237364,666521,309,38398,634023,228,325157,26308,99332,118045,1468,3444,90058,1679,478791,71918,1194,298903,64764,4137520,422510,97043,683701,77683,3123
2020-09-07,4667,47236,274,8360,23353,4360,9459,57043,48779,196989,4352,4280422,238726,671848,309,38494,637509,233,327359,26413,99898,110092,1559,3445,90078,1693,488007,72213,1307,299233,64813,4147794,424274,97578,689977,77828,3123
2020-09-08,4818,48138,274,8360,24214,4419,9559,57091,49897,200035,4377,4370127,241987,679513,309,38520,642860,234,329251,26510,100131,110757,1613,3446,90086,1711,500034,72724,1361,299659,65218,4162072,425540,98406,691575,78721,3140
2020-09-09,4818,49219,274,8361,25026,4447,9583,57165,51224,203342,4459,4465863,245142,686851,309,38544,647321,234,331078,26602,100936,112166,1702,3447,90099,1741,512293,73264,1365,300030,65597,4197889,427027,99042,696190,79622,3147
2020-09-10,4818,50465,274,8376,25631,4477,9628,57228,52549,207202,4550,4562414,248947,694664,311,38571,652364,238,332970,26688,101715,113206,1750,3454,90127,1759,524198,73916,1365,300371,65802,4238446,428668,99715,702775,80306,3155
2020-09-11,4818,51918,274,8429,26511,4529,9810,57314,53969,210940,4593,4659984,252963,702088,311,38606,658299,241,334762,26773,102232,114731,1763,3461,90145,1773,535705,74558,1435,300955,66049,4282164,430535,100330,710067,81009,3169
2020-09-12,4818,53119,275,8457,27324,4579,9868,57357,55454,214746,4653,4754356,257862,708964,311,38640,663973,244,336044,26850,103091,116450,1812,3465,90168,1780,546481,75206,1458,301481,67135,4315687,432666,101041,716670,81658,3195
2020-09-13,4818,54159,275,8457,27817,4582,9915,57406,55454,218382,4684,4846427,261216,716319,311,38716,668381,244,337520,26928,103659,118594,1853,3473,90197,1808,555537,75646,1480,302020,67789,4330455,434748,101745,722831,81909,3234
2020-09-14,4818,55328,275,8478,28367,4611,9946,57453,57361,221523,4726,4930236,265888,721892,311,38772,671716,244,339332,27009,104110,118911,1884,3474,90219,1812,565446,75914,1501,302423,68620,4345609,436433,102204,729618,82172,3262
2020-09-15,4961,56787,275,8493,29298,4625,9969,57488,58137,225030,4803,5020359,269407,728590,311,38815,676487,245,341056,27087,104803,119553,1957,3480,90234,1827,577338,76446,1528,303089,68620,4382263,437983,102832,733860,82684,3270
2020-09-16,4961,58326,275,8499,30419,4645,10031,57514,59516,228993,4876,5118252,272934,736377,311,38854,680931,245,342671,27163,105521,121525,1957,3490,90253,1856,589012,76997,1535,303634,69659,4419083,439287,103466,738020,82924,3270
2020-09-17,4961,59573,275,8530,31113,4671,10052,57532,60818,232628,4933,5214677,276289,743945,311,38872,684113,245,344264,27249,106136,122257,2027,3490,90294,1875,601713,77488,1567,304386,70120,4455385,441150,104138,744400,83664,3276
2020-09-18,4961,61593,275,8556,32127,4691,10147,57543,62374,236519,5003,5308014,279525,750470,311,38897,688954,252,345805,27346,106732,124129,2102,3497,90311,1890,613658,78060,1590,305031,70610,4495183,442827,104879,750098,84344,3281
2020-09-19,4961,62796,275,8556,33015,4709,10167,57558,63712,240687,5055,5400619,283460,758398,312,38919,694121,259,347372,27427,107700,125619,2168,3499,90334,1903,622933,78662,1606,305671,71143,4528239,444673,105600,756412,85152,3283
2020-09-20,4961,64122,275,8599,33520,4723,10219,57575,63712,244676,5091,5487580,286743,765076,312,39044,697663,261,348918,27553,108288,126419,2268,3506,90369,1917,631365,79142,1627,306304,71616,4544629,446274,106203,762865,85444,3286
2020-09-21,4961,65276,275,8599,34260,4740,10276,57606,65602,248852,5141,5562663,290190,770435,313,39074,700580,261,350620,27798,108782,126711,2402,3511,90381,1927,640147,79462,1635,306886,72075,4558040,447468,106810,768895,85681,3299
2020-09-22,5072,66632,275,8624,34828,4759,10357,57627,66689,252923,5222,5646010,291789,777536,313,39096,705263,261,352178,27953,109269,127643,2437,3514,90398,1934,652174,79773,1635,307418,72306,4591364,448523,107284,768895,86623,3313
2020-09-23,5072,67804,275,8624,35571,4779,10504,57639,68059,257387,5270,5732518,294591,784268,313,39145,710049,261,353844,28201,109737,129891,2535,3516,90409,1946,664799,80009,1706,308217,72675,4591364,449903,107990,776546,87441,3323
2020-09-24,5072,69301,275,8646,36404,4789,10576,57654,69459,262022,5310,5818570,296755,790823,313,39170,715457,263,355384,28414,110121,131146,2579,3519,90424,1959,678266,80490,1706,309014,73192,4657702,451634,108726,782695,87933,3333
2020-09-25,5072,70613,275,8646,37226,4817,10687,57665,70816,266844,5349,5903932,299361,798317,313,39186,720858,263,356767,28630,110597,132475,2709,3522,90441,1966,691234,81054,1807,309581,73840,4689613,453867,109431,794584,88878,3345
2020-09-26,5072,71821,276,8684,37922,4831,10769,57685,72049,271339,5412,5992532,301256,806038,313,39192,726431,271,357873,28722,110957,133981,2724,3523,90456,1998,702483,81703,1825,310274,74548,4717991,455978,110108,794584,89702,3349
2020-09-27,5072,73394,276,8684,38684,4835,10919,57700,72049,275213,5456,6074701,304225,813055,313,39226,730317,273,359148,28630,111386,134746,2772,3545,90482,2008,711324,82186,1825,310840,74548,4732309,457901,110554,800142,90092,3359
2020-09-28,5072,74745,277,8723,39432,4835,11034,57715,73713,278722,5483,6145291,307288,818203,313,39238,733717,279,360555,28809,111666,134965,2787,3559,90505,2010,723132,82484,1891,311516,75537,4745464,459671,111277,805302,90262,3362
2020-09-29,5170,76258,277,8740,40101,4862,11135,57742,74604,282724,5531,6225762,309303,824042,313,39254,738163,281,362042,28981,111899,135749,2846,3564,90528,2033,736608,83022,1891,312263,76097,4777522,461300,111853,808714,90968,3374
2020-09-30,5170,77817,277,8740,40758,4877,11224,57765,75760,287008,5596,6312584,311694,829678,313,39268,743216,282,363479,29077,112209,137047,2894,3569,90545,2045,751001,83591,1991,312806,76899,4810934,462991,112595,811768,91745,3380
2020-10-01,5170,79728,277,8766,41799,4891,11484,57783,76828,291182,5670,6394068,314079,835339,313,39285,748315,282,364987,29174,112727,138584,2929,3575,90566,2061,765001,84244,1991,313431,77598,4847092,464750,113342,814829,92409,3382
2020-10-02,5170,82450,277,8766,42684,4899,11771,57794,77829,295498,5718,6473544,316678,841532,313,39290,753090,283,366382,29269,113350,139534,2968,3583,90584,2097,779689,84768,2080,313984,78268,4847092,466590,113962,818297,93090,3388
