,Nicaragua,Nepal,Cambodia,Haiti,Paraguay,Suriname,Malaysia,Singapore,Costa Rica,Indonesia,Cuba,India,Philippines,Colombia,Mongolia,Afghanistan,Mexico,Bhutan,Bangladesh,El Salvador,Dominican Republic,Ecuador,Guyana,Thailand,China,Uruguay,Argentina,Japan,Belize,Pakistan,Honduras,Brazil,Chile,Panama,Peru,Guatemala,Sri Lanka
2021-05-16,7085,455020,22184,13393,313527,11950,470109,61584,282741,1739750,124454,24965463,1143963,3118425,49174,63484,2381923,1286,780159,71479,277188,410129,15271,101447,102746,240512,3307285,685135,12714,880362,226719,15627242,1286548,370877,1889052,241368,142746
2021-05-17,7085,464218,22544,13460,315547,12107,474556,61613,288626,1744045,125511,25228996,1149925,3131410,49524,63598,2382744,1296,780856,71479,277918,410870,15352,111082,102769,242905,3335965,688873,12742,882927,227515,15657391,1292096,371145,1889052,241528,145202
2021-05-18,7193,472354,22889,13520,318251,12250,479421,61651,290920,1748230,126754,25496329,1154387,3144547,50099,63818,2385512,1309,782129,71479,278549,411466,15454,113555,102784,246026,3371508,694077,12745,886184,228287,15732836,1295862,371684,1893334,242784,147720
2021-05-19,7193,480418,23282,13598,321032,12409,485496,61689,293819,1753101,128094,25772440,1159071,3161126,50618,64122,2387512,1322,783736,71479,279565,412907,15607,116949,102797,249365,3411160,699931,12753,890391,229211,15812055,1300628,372221,1903615,243833,151343
2021-05-20,7193,488644,23697,13598,324063,12570,492302,61730,296632,1758898,129346,26031991,1165154,3177212,51246,64575,2390139,1337,785193,71479,280994,415255,15743,119585,102822,253941,3447044,705641,12761,893460,230311,15894093,1308311,372800,1903615,245246,154786
2021-05-21,7193,497052,24157,13623,327229,12742,498795,61770,299219,1764644,130543,26289289,1171403,3192050,51931,65079,2392744,1374,786698,72220,281630,416621,15743,123066,102833,258540,3482512,710895,12764,897468,231560,15970949,1315913,373307,1910359,246156,158333
2021-05-22,7193,505642,24644,13623,330457,12927,505114,61799,299219,1769940,131832,26530132,1178217,3210787,52470,65485,2395330,1392,787726,72220,282685,417840,16014,126118,102852,262009,3514682,715880,12764,900552,232141,16047439,1323413,373774,1920851,247105,161242
2021-05-23,7193,513241,25205,13735,332971,13111,512091,61824,299219,1775219,133053,26752447,1179812,3232456,53100,65728,2396604,1394,789080,72220,283729,418851,16130,129499,102872,265098,3539484,719925,12764,903599,232672,16083258,1329918,374121,1925289,247454,164201
2021-05-24,7193,520461,25761,13906,335691,13302,518600,61860,304529,1781127,134208,26948874,1184706,3249433,53734,66275,2397307,1410,790521,72220,284567,419198,16130,132213,102890,267888,3562135,722668,12764,905852,233116,16120756,1335261,374356,1925289,247644,167172
2021-05-25,7324,528848,26328,13906,338914,13495,525889,61889,306899,1786187,135499,27157795,1188672,3270613,54414,66903,2399790,1423,792196,72821,285211,420167,16235,135439,102904,271859,3586736,726586,12777,908576,233916,16194208,1339420,374937,1932255,248824,169900
2021-05-26,7324,535525,26989,14037,342221,13720,533367,61916,309486,1791221,136628,27369093,1193976,3294100,55067,67742,2402722,1464,793693,72821,286269,421230,16556,137894,102925,276435,3622135,731071,12784,911302,234923,16274695,1344618,375600,1937245,250295,172276
2021-05-27,7324,542256,27638,14037,345357,14012,541224,61939,311922,1797499,137730,27555457,1200430,3319193,55851,68366,2405772,1490,794985,72821,288034,422329,16654,143280,102932,280372,3663215,735233,12789,913783,235599,16342162,1352722,376237,1942053,251336,174860
2021-05-28,7324,549111,28236,14037,348184,14305,549514,61970,314102,1803361,138899,27729246,1209154,3342567,56621,69129,2408778,1503,796343,73246,289288,423165,16724,147039,102948,282198,3702422,738935,12791,916239,236451,16391930,1361381,376854,1942053,252929,177710
2021-05-29,7324,553422,28824,14128,350613,14515,558534,62002,314102,1809925,140087,27894799,1216582,3363061,56621,70110,2411503,1603,797386,73246,290525,424741,16821,151842,102960,288172,3732262,742539,12791,918936,236952,16471600,1369596,377428,1947555,253836,180593
2021-05-30,7324,557124,29404,14258,352688,14764,565533,62028,314102,1816040,141166,28047533,1223627,3383279,57512,70761,2412810,1612,798830,73246,291910,425840,16910,156370,102986,291488,3753609,745391,12791,921052,236952,16515120,1377507,377776,1947555,254225,183451
2021-05-31,7324,561302,30094,14351,355384,14953,572357,62051,318986,1821703,142266,28175044,1230301,3406456,58439,71838,2413742,1620,800539,73702,292786,426037,16952,159792,103014,294502,3781784,747188,12808,922823,238226,16545554,1384345,378097,1955469,254417,186364
2021-06-01,7481,566587,30709,14565,358244,15127,579462,62069,321279,1826527,143323,28307832,1235466,3432422,60372,72977,2420659,1632,802305,73702,294021,427690,17114,162022,103045,298006,3817139,749828,12819,924667,238820,16624480,1389356,378827,1955469,255833,189241
2021-06-02,7481,571111,31460,14710,361440,15428,587165,62100,323598,1831773,144513,28441986,1240716,3459422,60372,74025,2423927,1638,804293,73702,295680,428865,17257,165462,103069,301523,3852156,752865,12832,926695,239427,16720081,1394973,379506,1965432,257167,192547
2021-06-03,7481,576936,32189,14930,364702,15676,595374,62145,325779,1837126,145567,28574350,1247898,3488046,62585,75119,2426822,1654,805980,74141,297119,429817,17376,169347,103093,304411,3884447,755713,12839,928588,240382,16803472,1403101,380207,1965432,258633,195844
2021-06-04,7481,581560,33075,15058,368183,16009,603122,62158,327978,1843612,146696,28694879,1255337,3518046,63978,76627,2429631,1668,807866,74141,298414,430739,17459,171978,103119,308490,3915396,758290,12861,930510,241039,16841408,1411346,381122,1976165,259954,199254
2021-06-05,7481,585100,33613,15122,371021,16292,610574,62175,327978,1850206,147830,28809339,1262272,3547016,63978,77963,2431702,1682,809314,74141,299680,431429,17616,174796,103150,312703,3939024,760953,12861,932139,241573,16907425,1420266,381949,1980391,261392,202356
2021-06-06,7481,588124,34244,15281,373165,16541,616815,62196,327978,1856038,148918,28909975,1269478,3571067,66443,79223,2433681,1687,810990,74141,301078,432352,17665,177466,103176,316534,3955438,762980,12861,933630,241826,16947062,1427956,382475,1980391,261958,205333
2021-06-07,7481,591494,34832,15435,375996,16786,622086,62210,331920,1863031,150103,28996473,1276004,3593016,67710,80841,2434562,1703,812960,74141,301983,432739,17717,179885,103215,318783,3977634,764185,12898,935012,242377,16984218,1434884,382851,1983570,262255,207978
2021-06-08,7662,595364,35511,15895,379131,17041,627652,62219,333820,1869325,151259,29089069,1280772,3611602,67710,82326,2438011,1723,815282,74983,302988,432985,17805,182548,103235,322978,4008771,766068,12909,936130,242796,17037129,1440417,383733,1984999,263836,210661
2021-06-09,7662,598813,36240,16001,382231,17313,633891,62223,336007,1877050,152420,29182532,1286216,3633481,69021,84050,2441866,1739,817819,74983,304428,433869,17939,185228,103261,326405,4038528,768313,12916,937433,243467,17122877,1445767,384512,1987933,265662,213395
2021-06-10,7662,601687,36666,16001,384989,17546,639562,62236,338048,1885942,153578,29274823,1293687,3665137,70481,85892,2445538,1769,820395,75351,305569,436022,18088,187538,103285,330027,4066156,770356,12924,938737,244295,17210969,1453477,385353,1995257,267447,216134
2021-06-11,7662,604396,37321,16079,387687,17799,646411,62245,339899,1894025,154865,29359155,1300349,3694707,72104,87715,2448820,1788,822849,75351,306697,437121,18196,189828,103320,333483,4093090,772292,12938,939931,245694,17296117,1461418,386269,1998056,269308,218366
2021-06-12,7662,606778,37959,16079,389650,18110,652204,62263,339899,1901490,156238,29439989,1308352,3724705,73896,88740,2452469,1807,824485,75351,307847,438107,18303,193104,103357,336470,4111147,774240,12938,941170,247074,17374818,1468992,387127,1998056,271130,221277
2021-06-13,7662,608472,38427,16079,391436,18372,657508,62276,339899,1911358,157707,29510410,1315639,3753224,76084,89861,2454176,1813,826922,75351,308650,438934,18386,195909,103379,338512,4124190,775624,12938,942189,247728,17412766,1476473,387842,2003625,271703,223638
2021-06-14,7662,610521,38969,16561,393482,18599,662457,62301,343604,1919547,159057,29570881,1322053,3777600,78347,91458,2455351,1825,829972,75351,309477,439139,18446,199264,103401,340818,4145481,776565,12971,943027,248115,17452612,1482662,388325,2003625,271990,225922
2021-06-15,7695,612202,39464,16662,396149,18825,667876,62315,345312,1927707,160594,29633105,1327431,3802052,83128,93271,2459601,1842,833291,76297,310390,439373,18530,202264,103424,343615,4172741,777979,12988,944064,249117,17533221,1487239,389172,2007477,273730,228256
2021-06-16,7695,614215,40157,16662,398761,19108,673026,62339,347157,1937651,161997,29700313,1332832,3829879,85770,93288,2463390,1853,837247,76495,311833,441180,18658,204595,103444,346515,4198620,779696,12993,945184,249930,17628588,1491560,390221,2007477,275202,230692
2021-06-17,7695,615983,40782,16859,401243,19361,678763,62366,349026,1950276,163415,29762793,1339457,3859824,88516,96531,2467643,1882,841087,76495,312815,442340,18733,207724,103467,348662,4222400,781241,12993,946226,249930,17702630,1498231,391190,2019715,276927,233064
2021-06-18,7695,617947,41581,16859,403391,19576,685204,62381,350630,1963266,164896,29823546,1346275,3888614,91151,98733,2471740,1889,844969,76696,314031,444395,18836,210782,103501,351378,4242763,782877,13004,947218,251149,17801462,1505001,392165,2023178,278409,235413
2021-06-19,7695,619635,42052,16859,405075,19748,691115,62403,350630,1976172,166368,29881772,1353219,3917348,91151,98733,2471740,1903,848027,76696,315814,445586,18973,214449,103525,353377,4258394,784384,13004,947218,253128,17883750,1511275,393144,2023178,279947,237661
2021-06-20,7695,621055,42710,16859,406220,20025,696408,62414,350630,1989908,167804,29935221,1359015,3945166,93550,98733,2477283,1924,851668,77100,316786,446440,19095,218131,103543,354865,4268789,785701,13004,949174,253875,17927928,1517018,393727,2026729,280507,239689
2021-06-21,7695,622640,43446,17061,407721,20141,701019,62429,354095,2004445,169365,29977861,1364239,3968405,98050,103902,2478551,1939,856303,77484,317645,446633,19144,221306,103570,356382,4277395,786566,13039,949838,254193,17966831,1522223,394241,2030611,280854,241819
2021-06-22,7919,626343,44124,17061,409466,20298,705762,62448,355620,2018113,170854,30028708,1367894,3997020,98050,105749,2482784,1962,861150,77484,318367,447175,19233,225365,103602,358461,4298782,788009,13058,950768,255117,18054653,1525933,395449,2030611,282713,243912
2021-06-23,7919,627854,44711,17603,411615,20549,711006,62470,357523,2033420,172909,30082778,1372232,4027016,102629,107957,2487747,1970,866877,77484,319253,449106,19233,228539,103619,360247,4326100,789787,13082,951865,255663,18169881,1528408,396526,2033606,284741,246108
2021-06-24,7919,629431,45366,17603,413456,20723,716847,62493,359265,2053994,174788,30134444,1378260,4060013,104899,109532,2493087,2006,872935,77484,320136,449482,19565,232647,103651,361993,4350564,791452,13103,952907,256818,18243483,1531872,397727,2036449,286708,248049
2021-06-25,7919,631152,46065,17963,415320,20911,722659,62513,361005,2072867,177253,30183142,1385053,4092746,107261,111592,2498357,2013,878804,77484,321072,452233,19674,236291,103680,363580,4374587,793179,13137,953842,258349,18322760,1537471,398820,2043262,288987,249926
