,Bhutan,Afghanistan,Belize,Mongolia,Indonesia,Peru,Uruguay,Pakistan,Bangladesh,Sri Lanka,Nicaragua,Japan,India,Dominican Republic,Mexico,Singapore,Cuba,Panama,Brazil,Honduras,Paraguay,Cambodia,Nepal,Suriname,Philippines,Ecuador,China,Colombia,Thailand,El Salvador,Guatemala,Costa Rica,Haiti,Argentina,Chile,Guyana,Malaysia
2020-06-16,67,26314,21,197,40400,237155,849,154760,94480,1915,1823,17484,354064,23686,154863,40969,2273,21962,923189,9656,1303,128,6591,236,26781,47943,84421,54931,3135,3941,10706,1796,4309,34159,218728,171,8505
2020-06-17,67,26878,21,201,41431,240907,849,160118,98488,1923,1823,17530,366946,24104,159793,41216,2280,22597,955377,10299,1308,128,7177,261,27238,48489,84457,57046,3135,4066,11251,1870,4441,35552,220628,171,8515
2020-06-18,67,27535,21,204,42762,244388,850,165061,102292,1947,1823,17588,380532,24645,165455,41472,2295,23350,978142,10739,1330,129,7847,277,27798,49097,84493,60217,3141,4200,11868,1939,4546,37510,225103,183,8529
2020-06-19,68,27881,21,204,43802,247925,853,171666,105535,1949,1823,17658,395048,25068,170485,41615,2305,24274,1032912,11258,1336,129,8274,293,28459,49731,84493,63276,3146,4329,12509,2058,4687,39570,231393,183,8535
2020-06-20,68,28428,21,205,45028,251338,859,176616,108774,1949,1823,17725,410450,25778,175202,41833,2309,25222,1067579,12305,1362,129,8605,303,29400,49731,84553,65633,3146,4475,12755,2126,4916,41204,236748,183,8556
2020-06-21,68,28837,21,212,45891,254936,876,181088,112306,1949,1823,17779,425282,26677,180545,42094,2312,26030,1083341,12769,1379,129,9026,314,30052,50640,84572,68652,3147,4626,13145,2213,4980,42785,242355,183,8572
2020-06-22,68,29147,23,215,46845,257447,882,185034,115786,1951,1823,17820,440214,27370,185121,42313,2315,26752,1106470,13355,1392,130,9561,319,30682,50640,84624,71182,3150,4808,13768,2277,5077,44931,246962,205,8587
2020-06-23,70,29471,23,215,47895,260810,884,188926,119198,1991,2170,17879,456183,27936,191410,42432,2318,27314,1145906,13943,1421,130,10099,319,31824,51642,84653,73572,3156,4973,14540,2368,5211,47203,250767,205,8590
2020-06-24,70,29705,23,215,49009,264689,902,192970,122660,2000,2170,17963,473105,28631,196847,42623,2319,28030,1188631,14571,1528,130,10728,357,32295,51642,84673,77113,3157,5150,14818,2515,5216,49851,254415,209,8596
2020-06-25,70,30165,23,219,50187,268602,907,195745,126606,2010,2170,18055,490401,29141,202950,42736,2321,29037,1228114,15365,1569,130,11162,373,33069,53156,84701,80599,3158,5335,15619,2683,5324,52456,259064,215,8600
2020-06-26,70,30440,24,219,51427,272364,919,198883,130474,2014,2170,18162,508953,29764,208392,42954,2325,29905,1274974,15994,1711,138,11755,389,34073,53856,84724,84441,3162,5517,15828,2836,5429,55343,263360,215,8606
2020-06-27,75,30606,24,219,52812,275989,924,202955,133978,2033,2170,18253,528859,30619,212802,43246,2329,30658,1313667,17006,1941,141,12309,467,34803,54574,84742,88591,3162,5726,16397,2979,5542,57744,267766,229,8616
2020-06-28,75,30957,24,220,54009,279419,929,206512,137787,2036,2170,18366,548318,31373,216851,43459,2332,31685,1344143,18082,2126,141,12772,490,35455,55254,84757,91769,3162,5934,16929,3130,5721,59932,271982,229,8634
2020-06-29,76,31227,24,220,55092,282365,932,209337,141801,2039,2170,18476,566840,31815,220656,43661,2340,32784,1368195,18818,2190,141,13248,501,36438,55664,84780,95042,3169,6173,17408,3269,5721,62268,275998,235,8637
2020-06-30,76,31506,24,220,56385,285213,936,213469,145483,2047,2519,18615,585481,32568,226089,43906,2341,33550,1402041,19558,2221,141,13564,515,37514,56432,84784,97846,3171,6438,18096,3459,5847,64529,279393,245,8639
2020-07-01,76,31826,28,220,57770,288477,943,217809,149257,2054,2519,18838,604641,33387,231769,44122,2348,34463,1448752,20262,2260,141,14046,535,38511,58257,84815,102009,3173,6736,19011,3752,5933,67196,282042,248,8640
2020-07-02,76,32012,28,220,59394,292004,947,221896,153277,2066,2519,19055,625544,34197,238511,44310,2353,35237,1496858,21120,2302,141,14519,547,38805,59467,84830,106110,3179,7000,20072,4023,5975,69940,284541,250,8642
2020-07-03,76,32313,30,220,60695,295599,952,221896,156390,2069,2519,19185,648315,35148,245250,44479,2361,35995,1539081,22116,2349,141,15259,561,40336,60657,84838,109504,3180,7267,21293,4311,6040,72786,288089,256,8648
2020-07-04,78,32662,30,220,62141,299080,955,225283,159678,2074,2519,19461,673165,36184,252165,44664,2369,36983,1577003,22921,2385,141,15490,564,41830,61535,84857,113389,3185,7507,22501,4621,6101,75376,291847,272,8658
2020-07-05,80,32941,30,220,63748,302717,955,231818,162417,2075,2519,19668,697412,37425,256848,44800,2372,38149,1603055,23943,2427,141,15784,594,44254,61958,84870,117110,3190,7776,23248,4996,6229,77815,295532,273,8663
2020-07-06,80,33180,30,225,64958,305703,959,234508,165618,2076,2519,19848,719663,38128,261750,44983,2380,39334,1623284,24665,2456,141,15964,613,46332,62380,84889,120281,3195,8027,23972,5240,6294,80446,298557,273,8668
2020-07-07,80,33374,30,227,66226,309278,965,237488,168644,2081,2845,20054,742416,38430,268008,45140,2395,40291,1668589,25428,2502,141,16167,634,47873,63245,84917,124494,3195,8306,24787,5486,6332,83425,301019,283,8674
2020-07-08,80,33584,30,227,68079,312910,974,240848,172134,2094,2845,20261,767296,39588,275003,45298,2398,41251,1713159,25978,2554,141,16423,665,50359,63245,84950,128637,3197,8566,25411,5836,6371,87030,303083,283,8677
2020-07-09,80,33898,30,227,70736,316447,976,243598,175494,2154,2845,20617,793802,40789,282283,45423,2403,42216,1755779,26383,2638,141,16531,694,51753,64221,84992,133973,3202,8844,26658,6485,6432,90692,306215,286,8683
2020-07-10,80,34184,37,227,72347,319646,984,246351,178443,2453,2845,21043,820916,41915,289174,45613,2413,43257,1800827,27053,2736,141,16649,726,52914,65018,84992,140776,3202,9142,27619,6845,6485,94060,309274,290,8696
2020-07-11,82,34356,37,230,74018,322710,985,248872,181129,2511,2845,21430,849521,43114,295268,45783,2420,44332,1839849,27583,2819,155,16719,740,54222,67208,85071,145631,3216,9391,28598,7231,6581,97509,312028,291,8704
2020-07-12,84,34441,37,230,75699,326326,987,251624,183794,2617,2845,21841,878254,44532,299750,45961,2426,45633,1864681,28090,2948,155,16801,740,56259,67870,85117,150445,3217,9673,29355,7596,6617,100166,315041,297,8718
2020-07-13,84,34595,37,243,76981,330123,989,253603,186894,2646,2845,22125,906751,45506,304435,46282,2428,47172,1884967,28579,2980,165,16945,780,57006,68459,85117,154277,3220,9978,29742,8035,6689,103265,317657,300,8725
2020-07-14,84,34730,39,260,78572,333866,997,255769,190056,2665,3147,22436,936181,46304,311486,46629,2432,48096,1926823,29106,3074,165,17061,801,57545,69570,85226,159898,3227,10303,30872,8482,6727,106910,319493,308,8729
2020-07-15,84,34984,39,260,80094,337751,1009,257914,193590,2671,3147,23172,968857,47670,317635,46878,2438,49243,1966747,30036,3198,166,17176,836,58850,70329,85246,165169,3231,10645,32074,8986,6727,111146,321205,313,8734
2020-07-16,86,35060,40,262,81668,341586,1026,257914,196323,2686,3147,23509,1003831,48742,324041,47126,2440,50373,2012151,30867,3342,171,17344,903,61266,71365,85327,173206,3236,10956,32939,9545,6830,114783,323698,315,8737
2020-07-17,87,35219,40,287,83130,345536,1037,261917,199357,2697,3147,24104,1039083,50113,331298,47453,2444,51407,2046328,31745,3457,171,17444,943,63001,72444,85401,182140,3239,11207,33809,9969,6902,119301,326439,320,8755
2020-07-18,87,35279,40,287,84882,349500,1044,263496,202066,2703,3147,24946,1077781,51519,338913,47655,2445,52260,2074860,32793,3629,171,17502,1001,65304,73382,85417,190699,3246,11508,38041,10550,6947,122524,328846,327,8764
2020-07-19,89,35453,40,287,86520,353590,1054,265083,204525,2724,3147,25446,1118206,52855,344224,47912,2446,53467,2098389,33835,3720,171,17657,1029,67456,74013,85503,197278,3249,11846,38677,11114,6974,126754,330930,336,8779
2020-07-20,89,35493,40,287,88214,357681,1064,266095,207453,2729,3147,25706,1155338,53956,349396,48035,2446,54426,2118646,34611,3747,171,17844,1079,68898,74620,85621,204005,3250,12207,39039,11534,7052,130774,333029,337,8800
2020-07-21,92,35605,41,287,89869,362087,1096,267428,210509,2729,3439,26463,1193078,54796,356255,48434,2449,55153,2159654,35345,3817,197,17994,1131,70764,76217,85707,211038,3254,12581,40229,11811,7063,136118,334682,339,8815
2020-07-22,92,35717,43,287,91751,366549,1117,269191,213254,2752,3439,27136,1238798,56043,362274,48744,2462,55906,2227514,36102,4000,198,18094,1176,72268,77257,85906,218428,3253,12975,41134,12361,7100,141900,336402,350,8831
2020-07-23,92,35918,46,288,93657,371096,1140,270400,216109,2753,3439,28114,1288108,57615,370712,49098,2465,56817,2287475,36902,4113,202,18241,1234,74390,78148,86044,226373,3269,13376,42192,13129,7146,148027,338758,350,8840
2020-07-24,92,35978,48,288,95418,375961,1166,271887,218658,2764,3439,28883,1337024,59077,378285,49374,2469,57992,2343366,37559,4224,202,18374,1305,76444,79049,86202,233541,3279,13792,43282,13669,7167,153520,341304,351,8861
2020-07-25,92,36026,48,288,97286,375961,1174,273113,221178,2770,3439,29684,1385634,60896,385036,49887,2477,58864,2394513,38438,4327,225,18483,1381,78411,80036,86381,240795,3281,14220,44492,14600,7196,158334,343592,360,8884
2020-07-26,95,36147,48,288,98778,375961,1192,273113,223453,2782,3439,30547,1435616,62908,390516,50369,2495,60296,2419091,39276,4444,225,18613,1438,80447,80694,86569,248976,3291,14630,45053,15229,7259,162526,345790,370,8897
2020-07-27,98,36253,48,288,100303,389717,1202,274288,226225,2805,3439,31142,1480073,64156,395489,50838,2532,61442,2442375,39741,4548,226,18751,1483,82040,81161,86783,257100,3295,15035,45309,15841,7297,167415,347923,389,8904
2020-07-28,98,36358,48,291,102051,395004,1218,275225,229185,2810,3672,32116,1531669,64690,402697,51197,2554,62223,2483191,40460,4674,226,19063,1510,83673,82279,86990,267385,3297,15445,46451,16344,7314,173355,349799,396,8943
2020-07-29,98,36462,48,291,104432,400683,1237,276288,232194,2810,3672,33381,1581963,66182,408449,51531,2588,63268,2552264,40944,4866,226,19273,1607,85486,83193,87213,276055,3298,15841,47604,16800,7340,178995,351574,398,8956
2020-07-30,101,36532,48,291,106336,400683,1243,277402,234889,2814,3672,35144,1634746,67915,416179,51809,2597,64191,2610102,41426,5207,234,19547,1607,89374,84370,87488,286020,3304,16230,48825,17290,7370,185372,353536,400,8964
2020-07-31,101,36665,48,291,108376,407492,1264,278305,237661,2814,3672,36234,1695988,69649,424637,52205,2607,65255,2662485,42014,5338,239,19770,1650,93354,85355,87655,295508,3310,16632,49789,17820,7378,191302,355667,413,8976
2020-08-01,102,36700,56,293,109936,407492,1278,278305,239859,2814,3672,37803,1750723,71415,434193,52512,2633,66383,2707877,42685,5485,240,20086,1760,98232,86232,87827,306181,3311,17050,50978,18186,7412,196543,357658,430,8985
2020-08-02,102,36700,57,293,111455,428850,1286,279699,240745,2823,3672,39116,1803695,72243,439046,52824,2646,67453,2733677,43197,5643,240,20332,1849,103185,86232,87985,317651,3317,17448,51306,18975,7424,201919,359731,474,8999
2020-08-03,103,36737,57,293,113134,433100,1290,280461,242102,2828,3672,40098,1855745,73117,443813,53050,2670,68456,2750318,43794,5724,240,20749,1893,106329,87041,88099,327850,3320,17843,51542,19401,7468,206743,361493,474,9001
2020-08-04,105,36773,57,293,115056,439890,1300,280461,244020,2833,3902,41347,1908254,74295,449961,53345,2701,69424,2801921,44299,5852,243,21009,1981,112593,87963,88206,334979,3321,18262,52365,19837,7475,213535,362962,497,9002
2020-08-05,105,36819,85,293,116871,447624,1309,281136,246674,2838,3902,42686,1964536,75660,456100,54254,2726,70231,2859073,45098,6060,243,21390,2049,115980,88866,88328,345714,3328,18701,53509,20417,7510,220682,364723,508,9022
2020-08-06,107,36928,114,293,118752,455409,1318,281863,249651,2838,3902,44167,2027074,76536,462690,54555,2775,71418,2912212,45755,6375,243,21749,2096,119459,90537,88460,357710,3330,19126,54339,21070,7531,228195,366671,538,9038
2020-08-07,107,37006,114,293,121226,463875,1325,282645,252502,2838,3902,45764,2088611,77709,469407,54796,2828,72560,2962441,46365,6508,246,22214,2202,122754,91969,88579,367204,3345,19544,55270,22081,7543,235677,368825,538,9063
2020-08-08,107,37045,146,293,123503,463875,1334,283487,255113,2841,3902,47342,2153010,78778,475902,54928,2888,73651,3012412,46973,6704,248,22591,2306,126885,93572,88672,376870,3348,19978,56189,22802,7582,241811,371023,554,9070
2020-08-09,110,37083,152,293,125396,478023,1353,284121,257600,2844,3902,48782,2215074,79732,480278,55103,2953,74492,3035421,47454,6907,251,22971,2390,129912,94458,88793,387481,3351,20422,56605,23286,7599,246499,373056,568,9083
2020-08-10,110,37152,177,293,127083,483132,1364,284660,260507,2871,3902,49617,2268675,80499,485836,55292,3046,75393,3057470,47871,7234,251,23309,2489,136638,94701,88905,397622,3351,20872,56986,23871,7611,253868,375043,568,9093
2020-08-11,112,37259,177,293,128776,489680,1384,285191,263503,2880,4115,50301,2329638,81094,492522,55352,3092,76464,3109630,48403,7518,268,23948,2559,139538,95563,88958,410453,3351,21269,57966,24508,7634,260911,376616,602,9103
2020-08-12,112,37335,210,297,130717,489680,1393,285921,266498,2881,4115,51288,2396637,82224,498379,55394,3128,77377,3164785,48656,8018,272,24432,2652,143749,97109,89045,422518,3356,21644,59088,25057,7648,268574,378168,623,9114
2020-08-13,128,37422,296,297,132815,498555,1409,286674,269115,2882,4115,52471,2461189,83134,505751,55497,3173,78446,3224876,49042,8389,273,24957,2761,147525,98343,89143,433805,3359,21993,60284,26128,7743,276072,380033,630,9128
2020-08-14,133,37497,356,298,135123,516296,1421,287299,271881,2886,4115,53818,2525922,84488,511369,55580,3229,79402,3275519,49466,9022,273,25551,2838,153659,99409,89214,445111,3376,22314,61427,26931,7781,282437,382111,649,9148
2020-08-15,133,37542,388,298,137468,516296,1434,288047,274525,2889,4115,55051,2589951,85545,517714,55661,3292,80664,3317095,49979,9381,273,26019,2961,157918,100688,89279,456689,3376,22618,62312,27737,7810,289100,383901,674,9175
2020-08-16,138,37590,451,298,139549,525803,1439,289215,276548,2893,4115,56074,2647663,86309,522162,55747,3316,81940,3340197,50502,9790,273,26659,3016,161253,101542,89375,468331,3377,22912,62562,28465,7831,294569,385946,709,9200
2020-08-17,141,37667,474,298,141370,535946,1457,289215,279144,2900,4115,56717,2702681,86737,525733,55838,3363,82543,3359570,50995,10135,273,27241,3077,164473,101751,89441,476660,3378,23193,62944,29084,7879,299126,387502,709,9212
2020-08-18,147,37710,474,298,143043,541492,1484,289832,282344,2901,4311,57636,2767253,87122,531239,55938,3407,82789,3407354,51669,10606,273,28257,3215,169213,102941,89494,489121,3381,23462,63847,29643,7896,305966,388854,737,9219
2020-08-19,147,37750,552,298,144944,549321,1493,290445,285090,2901,4311,58728,2836924,88127,537031,56031,3482,83754,3456652,52298,11133,273,28937,3294,173774,104475,89527,502178,3382,23717,64881,30409,7921,312659,390037,776,9235
2020-08-20,153,37852,605,298,147211,558420,1506,290958,287959,2918,4311,59900,2905825,89010,543806,56099,3565,83855,3501975,52819,11816,273,29645,3366,178021,105508,89567,513719,3389,23964,65983,31075,7949,320884,391848,846,9240
2020-08-21,154,37885,647,298,149408,567058,1516,291588,290360,2941,4311,60949,2975701,89867,549734,56216,3582,84392,3532329,53381,12536,273,30482,3460,182365,106481,89616,522138,3390,24200,66940,32134,7997,329043,393768,881,9249
2020-08-22,154,37944,668,298,151498,576067,1521,292174,292625,2946,4311,61916,3044940,90561,556215,56266,3617,85480,3582361,53983,12973,273,31117,3569,187249,107089,89653,533103,3390,24420,67855,33083,8016,336802,395707,925,9257
2020-08-23,154,37990,686,298,153535,585236,1527,293261,294598,2953,4311,62658,3106348,91160,560164,56353,3682,86900,3605783,54510,13233,273,31935,3607,189601,107769,89695,541139,3395,24622,68187,33820,8050,342153,397665,955,9267
2020-08-24,156,38045,713,298,155412,594326,1533,293261,297082,2959,4311,63158,3167323,91607,563705,56403,3717,87485,3622861,55479,13602,273,32678,3631,194252,108289,89717,551688,3396,24810,68532,34463,8082,350867,399568,1029,9274
2020-08-25,173,38061,729,300,157859,600438,1536,293711,299628,2971,4494,63888,3224547,92217,568621,56435,3743,88381,3669995,55877,14228,273,33533,3698,197164,109029,89752,562113,3402,24986,69651,35305,8110,359638,400985,1060,9285
2020-08-26,173,38103,760,301,160165,607382,1543,294193,302147,2984,4494,64779,3310234,92557,573888,56495,3759,89082,3717156,56649,14872,273,34418,3724,202361,110549,89784,572242,3403,25140,70714,36307,8112,370188,402365,1092,9291
2020-08-27,183,38119,817,301,162884,613378,1550,294638,304582,2985,4494,65652,3387500,92964,579914,56572,3806,89982,3761390,57669,15290,273,35529,3793,205580,111219,89813,581994,3404,25284,71855,37292,8122,380292,404101,1140,9296
2020-08-28,195,38130,869,301,165886,621997,1556,295053,306794,2989,4494,66499,3463972,93390,585738,56666,3866,90624,3804803,58810,15873,273,36456,3848,209544,112141,89836,590492,3410,25414,72921,38485,8151,392009,405972,1180,9306
2020-08-29,195,38133,964,301,169195,629961,1570,295372,308925,2995,4494,67352,3542733,93731,591712,56717,3925,91336,3846152,59645,16474,273,37340,3954,213131,112906,89863,599884,3411,25537,73679,39699,8161,401239,408009,1184,9317
2020-08-30,224,38155,992,301,172053,639435,1585,295636,310822,3012,4494,67958,3621245,94240,595841,56771,3973,92065,3862311,60174,17105,273,38561,4009,217396,113648,89895,607903,3411,25635,73911,39699,8173,408426,409974,1234,9334
2020-08-31,224,38159,1007,304,174796,647166,1595,295849,312995,3048,4494,68396,3691165,94714,599560,56812,4032,92981,3908272,61014,17662,274,39460,4034,220819,113767,89914,615094,3412,25729,74074,41287,8208,417735,411726,1306,9340
2020-09-01,226,38193,1050,306,177571,652036,1611,296149,314946,3092,4667,69023,3769523,94979,606036,56852,4065,93552,3950931,61769,18338,274,40529,4089,224264,114309,89933,624026,3416,25820,74892,42183,8224,428239,413145,1373,9354
2020-09-02,226,38243,1101,306,180645,657129,1626,297014,317528,3101,4667,69619,3853405,95626,610957,56860,4126,94084,3997865,62526,19138,274,41649,4149,226440,115456,89953,633321,3425,25904,75644,43305,8224,439172,414739,1382,9359
2020-09-03,226,38288,1101,309,184268,657129,1636,297512,319685,3110,4667,70278,3936747,96629,616894,56908,4214,94913,4041638,63158,19959,274,42877,4215,228402,116360,89986,641574,3427,26000,76358,44458,8258,451198,416500,1400,9374
2020-09-04,228,38304,1152,309,187537,670144,1653,298025,321615,3115,4667,70866,4023179,96629,623090,56948,4266,95595,4091801,63798,20653,274,44236,4252,232072,117175,90008,650063,3431,26099,77040,45680,8258,461882,418469,1400,9385
2020-09-05,228,38324,1194,309,190665,676848,1669,298025,323565,3121,4667,71467,4113811,98776,629409,56982,4298,96304,4123000,64352,21870,274,45276,4320,234570,118045,90025,658456,3438,26206,77481,46920,8325,471806,420433,1459,9390
2020-09-06,228,38398,1194,309,194109,683701,1679,298903,325157,3123,4667,71918,4204613,99332,634023,57021,4309,97043,4137520,64764,22486,274,46257,4346,237364,118045,90058,666521,3444,26308,77683,46920,8325,478791,422510,1468,9397
2020-09-07,233,38494,1307,309,196989,689977,1693,299233,327359,3123,4667,72213,4280422,99898,637509,57043,4352,97578,4147794,64813,23353,274,47236,4360,238726,110092,90078,671848,3445,26413,77828,48779,8360,488007,424274,1559,9459
2020-09-08,234,38520,1361,309,200035,691575,1711,299659,329251,3140,4818,72724,4370127,100131,642860,57091,4377,98406,4162072,65218,24214,274,48138,4419,241987,110757,90086,679513,3446,26510,78721,49897,8360,500034,425540,1613,9559
2020-09-09,234,38544,1365,309,203342,696190,1741,300030,331078,3147,4818,73264,4465863,100936,647321,57165,4459,99042,4197889,65597,25026,274,49219,4447,245142,112166,90099,686851,3447,26602,79622,51224,8361,512293,427027,1702,9583
2020-09-10,238,38571,1365,311,207202,702775,1759,300371,332970,3155,4818,73916,4562414,101715,652364,57228,4550,99715,4238446,65802,25631,274,50465,4477,248947,113206,90127,694664,3454,26688,80306,52549,8376,524198,428668,1750,9628
2020-09-11,241,38606,1435,311,210940,710067,1773,300955,334762,3169,4818,74558,4659984,102232,658299,57314,4593,100330,4282164,66049,26511,274,51918,4529,252963,114731,90145,702088,3461,26773,81009,53969,8429,535705,430535,1763,9810
2020-09-12,244,38640,1458,311,214746,716670,1780,301481,336044,3195,4818,75206,4754356,103091,663973,57357,4653,101041,4315687,67135,27324,275,53119,4579,257862,116450,90168,708964,3465,26850,81658,55454,8457,546481,432666,1812,9868
2020-09-13,244,38716,1480,311,218382,722831,1808,302020,337520,3234,4818,75646,4846427,103659,668381,57406,4684,101745,4330455,67789,27817,275,54159,4582,261216,118594,90197,716319,3473,26928,81909,55454,8457,555537,434748,1853,9915
2020-09-14,244,38772,1501,311,221523,729618,1812,302423,339332,3262,4818,75914,4930236,104110,671716,57453,4726,102204,4345609,68620,28367,275,55328,4611,265888,118911,90219,721892,3474,27009,82172,57361,8478,565446,436433,1884,9946
2020-09-15,245,38815,1528,311,225030,733860,1827,303089,341056,3270,4961,76446,5020359,104803,676487,57488,4803,102832,4382263,68620,29298,275,56787,4625,269407,119553,90234,728590,3480,27087,82684,58137,8493,577338,437983,1957,9969
2020-09-16,245,38854,1535,311,228993,738020,1856,303634,342671,3270,4961,76997,5118252,105521,680931,57514,4876,103466,4419083,69659,30419,275,58326,4645,272934,121525,90253,736377,3490,27163,82924,59516,8499,589012,439287,1957,10031
2020-09-17,245,38872,1567,311,232628,744400,1875,304386,344264,3276,4961,77488,5214677,106136,684113,57532,4933,104138,4455385,70120,31113,275,59573,4671,276289,122257,90294,743945,3490,27249,83664,60818,8530,601713,441150,2027,10052
2020-09-18,252,38897,1590,311,236519,750098,1890,305031,345805,3281,4961,78060,5308014,106732,688954,57543,5003,104879,4495183,70610,32127,275,61593,4691,279525,124129,90311,750470,3497,27346,84344,62374,8556,613658,442827,2102,10147
2020-09-19,259,38919,1606,312,240687,756412,1903,305671,347372,3283,4961,78662,5400619,107700,694121,57558,5055,105600,4528239,71143,33015,275,62796,4709,283460,125619,90334,758398,3499,27427,85152,63712,8556,622933,444673,2168,10167
2020-09-20,261,39044,1627,312,244676,762865,1917,306304,348918,3286,4961,79142,5487580,108288,697663,57575,5091,106203,4544629,71616,33520,275,64122,4723,286743,126419,90369,765076,3506,27553,85444,63712,8599,631365,446274,2268,10219
2020-09-21,261,39074,1635,313,248852,768895,1927,306886,350620,3299,4961,79462,5562663,108782,700580,57606,5141,106810,4558040,72075,34260,275,65276,4740,290190,126711,90381,770435,3511,27798,85681,65602,8599,640147,447468,2402,10276
2020-09-22,261,39096,1635,313,252923,768895,1934,307418,352178,3313,5072,79773,5646010,109269,705263,57627,5222,107284,4591364,72306,34828,275,66632,4759,291789,127643,90398,777536,3514,27953,86623,66689,8624,652174,448523,2437,10357
2020-09-23,261,39145,1706,313,257387,776546,1946,308217,353844,3323,5072,80009,5732518,109737,710049,57639,5270,107990,4591364,72675,35571,275,67804,4779,294591,129891,90409,784268,3516,28201,87441,68059,8624,664799,449903,2535,10504
2020-09-24,263,39170,1706,313,262022,782695,1959,309014,355384,3333,5072,80490,5818570,110121,715457,57654,5310,108726,4657702,73192,36404,275,69301,4789,296755,131146,90424,790823,3519,28414,87933,69459,8646,678266,451634,2579,10576
2020-09-25,263,39186,1807,313,266844,794584,1966,309581,356767,3345,5072,81054,5903932,110597,720858,57665,5349,109431,4689613,73840,37226,275,70613,4817,299361,132475,90441,798317,3522,28630,88878,70816,8646,691234,453867,2709,10687
2020-09-26,271,39192,1825,313,271339,794584,1998,310274,357873,3349,5072,81703,5992532,110957,726431,57685,5412,110108,4717991,74548,37922,276,71821,4831,301256,133981,90456,806038,3523,28722,89702,72049,8684,702483,455978,2724,10769
2020-09-27,273,39226,1825,313,275213,800142,2008,310840,359148,3359,5072,82186,6074701,111386,730317,57700,5456,110554,4732309,74548,38684,276,73394,4835,304225,134746,90482,813055,3545,28630,90092,72049,8684,711324,457901,2772,10919
2020-09-28,279,39238,1891,313,278722,805302,2010,311516,360555,3362,5072,82484,6145291,111666,733717,57715,5483,111277,4745464,75537,39432,277,74745,4835,307288,134965,90505,818203,3559,28809,90262,73713,8723,723132,459671,2787,11034
2020-09-29,281,39254,1891,313,282724,808714,2033,312263,362042,3374,5170,83022,6225762,111899,738163,57742,5531,111853,4777522,76097,40101,277,76258,4862,309303,135749,90528,824042,3564,28981,90968,74604,8740,736608,461300,2846,11135
2020-09-30,282,39268,1991,313,287008,811768,2045,312806,363479,3380,5170,83591,6312584,112209,743216,57765,5596,112595,4810934,76899,40758,277,77817,4877,311694,137047,90545,829678,3569,29077,91745,75760,8740,751001,462991,2894,11224
2020-10-01,282,39285,1991,313,291182,814829,2061,313431,364987,3382,5170,84244,6394068,112727,748315,57783,5670,113342,4847092,77598,41799,277,79728,4891,314079,138584,90566,835339,3575,29174,92409,76828,8766,765001,464750,2929,11484
2020-10-02,283,39290,2080,313,295498,818297,2097,313984,366382,3388,5170,84768,6473544,113350,753090,57794,5718,113962,4847092,78268,42684,277,82450,4899,316678,139534,90584,841532,3583,29269,93090,77829,8766,779689,466590,2968,11771
2020-10-03,283,39297,2080,313,299505,821563,2122,314616,367564,3395,5170,85344,6549373,113926,757953,57800,5780,114653,4906833,78788,43452,277,84570,4924,319330,140351,90604,848147,3585,29358,93748,79182,8792,790818,468471,2968,12088
2020-10-04,298,39341,2131,313,303498,821563,2145,314616,368690,3402,5170,85746,6623815,114480,761665,57811,5808,115285,4915289,79629,44182,277,86823,4940,322497,141034,90629,855052,3590,29449,93962,79182,8792,798485,470179,3093,12381
2020-10-05,299,39422,2196,315,307120,828169,2154,315727,370131,3513,5170,86027,6685082,115054,789780,57819,5845,115919,4927234,80020,44714,280,89263,4954,324762,141339,90652,862157,3599,29539,94182,81129,8819,809728,471746,3187,12813
2020-10-06,300,39485,2243,315,311176,829998,2177,316351,371630,4252,5264,86540,6757131,115371,794608,57830,5882,116602,4969141,80662,45647,280,90814,4965,326832,142056,90667,869808,3615,29634,94870,82142,8819,824468,473306,3187,13504
2020-10-07,304,39548,2310,315,315714,832929,2205,316934,373151,4458,5264,87039,6835654,116148,799188,57840,5898,117299,5000694,81016,46435,281,94253,4979,329636,143531,90687,877684,3622,29737,95704,83497,8819,840915,474440,3292,13993
2020-10-08,304,39615,2373,315,320563,835662,2225,317595,374591,4488,5264,87678,6906151,116872,804488,57848,5917,118054,5028444,81672,47316,281,98617,5004,331869,145045,90728,886178,3627,29842,96480,84828,8838,856368,476016,3329,14368
2020-10-09,306,39692,2427,315,324657,838613,2251,318266,375870,4523,5264,88267,6979423,117457,810020,57858,5942,118841,5055888,82552,48275,283,100676,5018,334770,145848,90751,894300,3634,29951,96935,86052,8854,871468,477768,3357,14722
2020-10-10,306,39703,2427,315,328952,846088,2267,318932,377073,4628,5264,88962,7053806,118013,814328,57866,5948,119666,5082637,83146,48978,283,105684,5035,336926,146828,90778,902746,3636,30070,97544,87439,8854,883881,479594,3404,15096
2020-10-11,309,39799,2531,318,333449,849371,2294,319317,378266,4752,5264,89400,7120537,118477,817503,57876,5977,120313,5094979,84081,49675,283,107754,5051,339341,147033,90812,911316,3641,30196,97715,87439,8860,894205,481371,3469,15657
2020-10-12,309,39870,2569,319,336716,851171,2312,319847,379737,4843,5264,89652,7175880,118843,821045,57880,6000,120802,5103408,84413,50344,283,111802,5058,342816,147315,90829,919083,3643,30335,97826,89223,8882,903729,482832,3521,16220
